Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
B8GXQ0	GYRB_CAUVN	reviewed	DNA gyrase subunit B (EC 5.6.2.2)	gyrB CCNA_00159	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	805	CCNA_00159		gyrB		4 out of 5	DNA-dependent DNA replication [GO:0006261]; DNA topological change [GO:0006265]	chromosome [GO:0005694]; cytoplasm [GO:0005737]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]	GO:0003677; GO:0003918; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0046872	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; metal ion binding [GO:0046872]; DNA topological change [GO:0006265]; DNA-dependent DNA replication [GO:0006261]	CP001340;U37793;U00592;	ACL93626;		YP_002515534.4;
B8GXA0	PODJ_CAUVN	reviewed	Localization factor PodJL (Polar organelle development protein) [Cleaved into: Localization factor PodJS]	podJ CCNA_02125	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	974	CCNA_02125		podJ		3 out of 5	cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]	integral component of membrane [GO:0016021]		GO:0007049; GO:0016021; GO:0030154; GO:0051301	integral component of membrane [GO:0016021]; cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]	CP001340;	ACL95590;		WP_012640394.1;YP_002517498.1;
B8GZW1	RL10_CAUVN	reviewed	50S ribosomal protein L10	rplJ CCNA_00530	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	172	CCNA_00530		rplJ		2 out of 5	ribosome biogenesis [GO:0042254]; translation [GO:0006412]	large ribosomal subunit [GO:0015934]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934; GO:0042254; GO:0070180	large ribosomal subunit [GO:0015934]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; ribosome biogenesis [GO:0042254]; translation [GO:0006412]	CP001340;	ACL93995;		WP_010918384.1;YP_002515903.1;
B8H4D7	RL2_CAUVN	reviewed	50S ribosomal protein L2	rplB CCNA_01309	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	279	CCNA_01309		rplB		2 out of 5	translation [GO:0006412]	large ribosomal subunit [GO:0015934]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]	GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; translation [GO:0006412]	CP001340;	ACL94774;		WP_010919130.1;YP_002516682.1;
B8H4F8	RPOA_CAUVN	reviewed	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA CCNA_01330	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	338	CCNA_01330		rpoA		2 out of 5	transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	GO:0003677; GO:0003899; GO:0006351; GO:0046983	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; transcription, DNA-templated [GO:0006351]	CP001340;	ACL94795;		WP_010919151.1;YP_002516703.1;
B8H4W7	RNH_CAUVN	reviewed	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA CCNA_03476	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	149	CCNA_03476		rnhA		3 out of 5	RNA catabolic process [GO:0006401]	cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	GO:0000287; GO:0003676; GO:0004523; GO:0005737; GO:0006401	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]	CP001340;	ACL96941;		WP_010921194.1;YP_002518849.1;
B8H3C3	RPOH_CAUVN	reviewed	RNA polymerase sigma factor RpoH (RNA polymerase sigma-32 factor)	rpoH CCNA_03195	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	295	CCNA_03195		rpoH		3 out of 5	response to heat [GO:0009408]; transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123]	cytoplasm [GO:0005737]	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0001123; GO:0003677; GO:0005737; GO:0009408; GO:0016987	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; response to heat [GO:0009408]; transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123]	U37792;CP001340;	ACL96660;		YP_002518568.1;
B8GYX1	RL27_CAUVN	reviewed	50S ribosomal protein L27	rpmA CCNA_00320	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	89	CCNA_00320		rpmA		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL93787;		WP_010918207.1;YP_002515695.1;
B8H091	MURG_CAUVN	reviewed	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG CCNA_02634	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	361	CCNA_02634		murG		3 out of 5	carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]	GO:0005886; GO:0005975; GO:0007049; GO:0008360; GO:0009252; GO:0030259; GO:0050511; GO:0051301; GO:0051991; GO:0071555	plasma membrane [GO:0005886]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	CP001340;	ACL96099;		WP_010920408.1;YP_002518007.1;
B8H535	NUSB_CAUVN	reviewed	Transcription antitermination protein NusB (Antitermination factor NusB)	nusB CCNA_01422	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	149	CCNA_01422		nusB		2 out of 5	DNA-templated transcription, termination [GO:0006353]; regulation of transcription, DNA-templated [GO:0006355]; transcription antitermination [GO:0031564]		RNA binding [GO:0003723]	GO:0003723; GO:0006353; GO:0006355; GO:0031564	RNA binding [GO:0003723]; DNA-templated transcription, termination [GO:0006353]; regulation of transcription, DNA-templated [GO:0006355]; transcription antitermination [GO:0031564]	CP001340;	ACL94887;		WP_010919237.1;YP_002516795.1;
B8GWZ1	RS15_CAUVN	reviewed	30S ribosomal protein S15	rpsO CCNA_00034	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	89	CCNA_00034		rpsO		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL93501;		WP_010917925.1;YP_002515409.1;
B8GXP2	RNPH_CAUVN	reviewed	Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase)	rph CCNA_00151	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	238	CCNA_00151		rph		3 out of 5	rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]		3'-5'-exoribonuclease activity [GO:0000175]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022]	GO:0000049; GO:0000175; GO:0006364; GO:0008033; GO:0009022; GO:0016075	3'-5'-exoribonuclease activity [GO:0000175]; tRNA binding [GO:0000049]; tRNA nucleotidyltransferase activity [GO:0009022]; rRNA catabolic process [GO:0016075]; rRNA processing [GO:0006364]; tRNA processing [GO:0008033]	U33324;CP001340;	ACL93618;		WP_010918041.1;YP_002515526.1;
B8H4F7	RS11_CAUVN	reviewed	30S ribosomal protein S11	rpsK CCNA_01329	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	129	CCNA_01329		rpsK		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL94794;		WP_010919150.1;YP_002516702.1;
B8H4E3	RS17_CAUVN	reviewed	30S ribosomal protein S17	rpsQ CCNA_01315	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	79	CCNA_01315		rpsQ		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL94780;		WP_010919136.1;YP_002516688.1;
B8GWW4	RS20_CAUVN	reviewed	30S ribosomal protein S20	rpsT CCNA_00007	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	91	CCNA_00007		rpsT		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL93474;		WP_004617408.1;YP_002515382.2;
B8H392	SECA_CAUVN	reviewed	Protein translocase subunit SecA (EC 7.4.2.8)	secA CCNA_03164	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	923	CCNA_03164		secA		3 out of 5	intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]	GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0017038; GO:0046872; GO:0065002	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; intracellular protein transmembrane transport [GO:0065002]; protein import [GO:0017038]; protein targeting [GO:0006605]	U06928;CP001340;	ACL96629;		WP_010920904.1;YP_002518537.1;
B8GZ34	RNH2_CAUVN	reviewed	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB CCNA_00383	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	211	CCNA_00383		rnhB		2 out of 5	RNA catabolic process [GO:0006401]	cytoplasm [GO:0005737]	manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	GO:0003723; GO:0004523; GO:0005737; GO:0006401; GO:0030145	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; RNA binding [GO:0003723]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; RNA catabolic process [GO:0006401]	S76857;CP001340;	ACL93850;		WP_012639945.1;YP_002515758.1;
B8GVN6	RS6_CAUVN	reviewed	30S ribosomal protein S6	rpsF CCNA_01741	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	126	CCNA_01741		rpsF		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL95206;		WP_010919541.1;YP_002517114.1;
B8GW31	PARA_CAUVN	reviewed	Chromosome partitioning protein ParA	parA CCNA_03869	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	267	CCNA_03869		parA		2 out of 5	chromosome segregation [GO:0007059]		ATP binding [GO:0005524]	GO:0005524; GO:0007059	ATP binding [GO:0005524]; chromosome segregation [GO:0007059]	U87804;CP001340;	ACL97334;		WP_010921580.1;YP_002519242.1;
B8GXP9	RECF_CAUVN	reviewed	DNA replication and repair protein RecF	recF CCNA_00158	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	387	CCNA_00158		recF		3 out of 5	DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006281; GO:0009432	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; SOS response [GO:0009432]	U37793;CP001340;U00593;	ACL93625;		WP_010918048.1;YP_002515533.1;
B8H1Q2	RUTC_CAUVN	reviewed	Putative aminoacrylate peracid reductase RutC (EC 1.-.-.-)	rutC CCNA_02886	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	129	CCNA_02886		rutC		2 out of 5	nitrogen utilization [GO:0019740]; uracil catabolic process [GO:0006212]		oxidoreductase activity [GO:0016491]	GO:0006212; GO:0016491; GO:0019740	oxidoreductase activity [GO:0016491]; nitrogen utilization [GO:0019740]; uracil catabolic process [GO:0006212]	CP001340;	ACL96351;		WP_010920637.1;YP_002518259.1;
B8GW20	SECB_CAUVN	reviewed	Protein-export protein SecB	secB CCNA_03858	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	163	CCNA_03858		secB		2 out of 5	protein folding [GO:0006457]; protein tetramerization [GO:0051262]; protein transport [GO:0015031]	cytoplasm [GO:0005737]	unfolded protein binding [GO:0051082]	GO:0005737; GO:0006457; GO:0015031; GO:0051082; GO:0051262	cytoplasm [GO:0005737]; unfolded protein binding [GO:0051082]; protein folding [GO:0006457]; protein tetramerization [GO:0051262]; protein transport [GO:0015031]	CP001340;	ACL97323;		WP_010921569.1;YP_002519231.1;
B8GZB1	MURA_CAUVN	reviewed	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT)	murA CCNA_02435	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	429	CCNA_02435		murA		3 out of 5	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	cytoplasm [GO:0005737]	UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]	GO:0005737; GO:0007049; GO:0008360; GO:0008760; GO:0009252; GO:0019277; GO:0051301; GO:0071555	cytoplasm [GO:0005737]; UDP-N-acetylglucosamine 1-carboxyvinyltransferase activity [GO:0008760]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]; UDP-N-acetylgalactosamine biosynthetic process [GO:0019277]	CP001340;	ACL95900;		WP_010920208.1;YP_002517808.1;
B8H4E1	RL16_CAUVN	reviewed	50S ribosomal protein L16	rplP CCNA_01313	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	143	CCNA_01313		rplP		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	CP001340;	ACL94778;		WP_010919134.1;YP_002516686.1;
B8H554	RS9_CAUVN	reviewed	30S ribosomal protein S9	rpsI CCNA_01441	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	157	CCNA_01441		rpsI		1 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL94906;		WP_004624294.1;YP_002516814.1;
B8H415	RS7_CAUVN	reviewed	30S ribosomal protein S7	rpsG CCNA_03305	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	157	CCNA_03305		rpsG		2 out of 5	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	CP001340;	ACL96769;		WP_004624018.1;YP_002518677.1;
B8H172	SKGA_CAUVN	reviewed	HTH-type transcriptional regulator SkgA (Stationary-phase regulation of KatG protein)	skgA CCNA_00730	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	255	CCNA_00730		skgA		2 out of 5	regulation of transcription, DNA-templated [GO:0006355]		DNA binding [GO:0003677]	GO:0003677; GO:0006355	DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]	AF170912;CP001340;	ACL94195;		NP_419511.1;WP_010918580.1;YP_002516103.1;
B8H4E4	RL14_CAUVN	reviewed	50S ribosomal protein L14	rplN CCNA_01316	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	122	CCNA_01316		rplN		2 out of 5	translation [GO:0006412]	large ribosomal subunit [GO:0015934]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL94781;		WP_010919137.1;YP_002516689.1;
B8H0P4	RL11_CAUVN	reviewed	50S ribosomal protein L11	rplK CCNA_00678	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	143	CCNA_00678		rplK		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0070180	ribosome [GO:0005840]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	CP001340;	ACL94143;		WP_010918527.1;YP_002516051.1;
