Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
Q9HV32	PMRA_PSEAE	reviewed	Response regulator protein PmrA	pmrA PA4776	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	221	PA4776		pmrA		3 out of 5	phosphorelay signal transduction system [GO:0000160]	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]	DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000156; GO:0000160; GO:0000976; GO:0001216; GO:0005829; GO:0032993	cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; phosphorelay response regulator activity [GO:0000156]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; phosphorelay signal transduction system [GO:0000160]	AE004091;	AAG08162;		NP_253464.1;WP_003102236.1;
Q9I2C3	PQQB_PSEAE	reviewed	Coenzyme PQQ synthesis protein B (Pyrroloquinoline quinone biosynthesis protein B)	pqqB PA1986	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	304	PA1986		pqqB		2 out of 5	pyrroloquinoline quinone biosynthetic process [GO:0018189]			GO:0018189	pyrroloquinoline quinone biosynthetic process [GO:0018189]	AE004091;AF068264;	AAG05374;		NP_250676.1;WP_003113495.1;
Q51567	SUCD_PSEAE	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD PA1589	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	295	PA1589		sucD		4 out of 5	nucleoside triphosphate biosynthetic process [GO:0009142]; tricarboxylic acid cycle [GO:0006099]	succinate-CoA ligase complex [GO:0042709]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]	nucleoside diphosphate kinase activity [GO:0004550]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]	GO:0000166; GO:0004550; GO:0004775; GO:0004776; GO:0006099; GO:0009142; GO:0009361; GO:0042709	succinate-CoA ligase complex [GO:0042709]; succinate-CoA ligase complex (ADP-forming) [GO:0009361]; nucleoside diphosphate kinase activity [GO:0004550]; nucleotide binding [GO:0000166]; succinate-CoA ligase (ADP-forming) activity [GO:0004775]; succinate-CoA ligase (GDP-forming) activity [GO:0004776]; nucleoside triphosphate biosynthetic process [GO:0009142]; tricarboxylic acid cycle [GO:0006099]	AF128399;AE004091;X84052;	AAG04978;		NP_250280.1;WP_003087428.1;
Q9HYC7	SYM_PSEAE	reviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG PA3482	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	677	PA3482		metG		3 out of 5	methionyl-tRNA aminoacylation [GO:0006431]; tRNA aminoacylation for protein translation [GO:0006418]	cytosol [GO:0005829]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]	GO:0000049; GO:0004825; GO:0005524; GO:0005829; GO:0006418; GO:0006431; GO:0046872	cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]; tRNA aminoacylation for protein translation [GO:0006418]	AE004091;	AAG06870;		NP_252172.1;WP_003113898.1;
P50598	TOLQ_PSEAE	reviewed	Tol-Pal system protein TolQ	tolQ PA0969	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	231	PA0969		tolQ		2 out of 5	bacteriocin transport [GO:0043213]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein import [GO:0017038]	integral component of plasma membrane [GO:0005887]		GO:0005887; GO:0007049; GO:0017038; GO:0043213; GO:0051301	integral component of plasma membrane [GO:0005887]; bacteriocin transport [GO:0043213]; cell cycle [GO:0007049]; cell division [GO:0051301]; protein import [GO:0017038]	U39558;AE004091;	AAG04358;		NP_249660.1;WP_003086125.1;
P50600	TOLA_PSEAE	reviewed	Tol-Pal system protein TolA	tolA PA0971	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	347	PA0971		tolA		3 out of 5	bacteriocin transport [GO:0043213]; cell cycle [GO:0007049]; cell division [GO:0051301]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	toxin transmembrane transporter activity [GO:0019534]	GO:0005886; GO:0007049; GO:0016021; GO:0019534; GO:0043213; GO:0051301	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; toxin transmembrane transporter activity [GO:0019534]; bacteriocin transport [GO:0043213]; cell cycle [GO:0007049]; cell division [GO:0051301]	U39558;AE004091;	AAG04360;		NP_249662.1;WP_003112574.1;
Q51551	PYRX_PSEAE	reviewed	Dihydroorotase-like protein (Aspartate carbamoyltransferase 44 kDa non-catalytic chain)	pyrC' pyrX PA0401	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	423	PA0401		pyrC'	pyrX	2 out of 5	pyrimidine nucleotide biosynthetic process [GO:0006221]		dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]	GO:0004151; GO:0006221; GO:0046872	dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]; pyrimidine nucleotide biosynthetic process [GO:0006221]	L19649;AE004091;	AAG03790;		NP_249092.1;WP_003114891.1;
Q9HWE5	RL14_PSEAE	reviewed	50S ribosomal protein L14	rplN PA4253	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	122	PA4253		rplN		2 out of 5	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625; GO:0070180	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	AE004091;	AAG07641;		NP_252943.1;WP_003093714.1;
Q9HYN9	SDHD_PSEAE	reviewed	Probable D-serine dehydratase (EC 4.3.1.18) (D-serine deaminase) (DSD)	dsdA PA3357	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	448	PA3357		dsdA		3 out of 5	D-serine catabolic process [GO:0036088]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]		D-serine ammonia-lyase activity [GO:0008721]; hydro-lyase activity [GO:0016836]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]	GO:0003941; GO:0004794; GO:0006565; GO:0006567; GO:0008721; GO:0016836; GO:0030170; GO:0036088	D-serine ammonia-lyase activity [GO:0008721]; hydro-lyase activity [GO:0016836]; L-serine ammonia-lyase activity [GO:0003941]; L-threonine ammonia-lyase activity [GO:0004794]; pyridoxal phosphate binding [GO:0030170]; D-serine catabolic process [GO:0036088]; L-serine catabolic process [GO:0006565]; threonine catabolic process [GO:0006567]	AE004091;	AAG06745;		NP_252047.1;WP_003113132.1;
Q9HV34	SPEE2_PSEAE	reviewed	Polyamine aminopropyltransferase 2 (Putrescine aminopropyltransferase 2) (PAPT 2) (Spermidine synthase 2) (SPDS 2) (SPDSY 2) (EC 2.5.1.16)	speE2 PA4774	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	349	PA4774		speE2		3 out of 5	polyamine biosynthetic process [GO:0006596]; spermidine biosynthetic process [GO:0008295]	cytoplasm [GO:0005737]	spermidine synthase activity [GO:0004766]	GO:0004766; GO:0005737; GO:0006596; GO:0008295	cytoplasm [GO:0005737]; spermidine synthase activity [GO:0004766]; polyamine biosynthetic process [GO:0006596]; spermidine biosynthetic process [GO:0008295]	AE004091;	AAG08160;		NP_253462.1;WP_003121084.1;
Q9HUX1	SPEA_PSEAE	reviewed	Biosynthetic arginine decarboxylase (ADC) (EC 4.1.1.19)	speA PA4839	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	636	PA4839		speA		3 out of 5	arginine catabolic process [GO:0006527]; putrescine biosynthetic process from arginine [GO:0033388]; spermidine biosynthetic process [GO:0008295]		arginine decarboxylase activity [GO:0008792]; metal ion binding [GO:0046872]	GO:0006527; GO:0008295; GO:0008792; GO:0033388; GO:0046872	arginine decarboxylase activity [GO:0008792]; metal ion binding [GO:0046872]; arginine catabolic process [GO:0006527]; putrescine biosynthetic process from arginine [GO:0033388]; spermidine biosynthetic process [GO:0008295]	AE004091;	AAG08224;		NP_253526.1;WP_003095365.1;
Q9I6Z0	OXODE_PSEAE	reviewed	8-oxoguanine deaminase (EC 3.5.4.32)	PA0142	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	449	PA0142				3 out of 5		cytosol [GO:0005829]	8-oxoguanine deaminase activity [GO:0102127]; deaminase activity [GO:0019239]; metal ion binding [GO:0046872]	GO:0005829; GO:0019239; GO:0046872; GO:0102127	cytosol [GO:0005829]; 8-oxoguanine deaminase activity [GO:0102127]; deaminase activity [GO:0019239]; metal ion binding [GO:0046872]	AE004091;	AAG03532;		NP_248832.1;WP_003112635.1;
P72170	PYRC_PSEAE	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC PA3527	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	348	PA3527		pyrC		3 out of 5	'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]	GO:0004151; GO:0005737; GO:0005829; GO:0006207; GO:0006221; GO:0008270; GO:0044205	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]; 'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; 'de novo' UMP biosynthetic process [GO:0044205]; pyrimidine nucleotide biosynthetic process [GO:0006221]	U73505;AE004091;	AAG06915;		NP_252217.1;WP_003112889.1;
P54292	RHLR_PSEAE	reviewed	Regulatory protein RhlR (Elastase modulator)	rhlR lasM vsmR PA3477	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	241	PA3477		rhlR	lasM vsmR	5 out of 5	gene expression [GO:0010467]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of proteolysis [GO:0045862]; positive regulation of pyocyanine biosynthetic process [GO:0062162]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; positive regulation of transcription, DNA-templated [GO:0045893]; quorum sensing [GO:0009372]	protein-DNA complex [GO:0032993]	DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity [GO:0001217]; signaling receptor activity [GO:0038023]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000976; GO:0001216; GO:0001217; GO:0003700; GO:0009372; GO:0010467; GO:0032993; GO:0038023; GO:0045862; GO:0045893; GO:0046889; GO:0062162; GO:1900378	protein-DNA complex [GO:0032993]; DNA-binding transcription activator activity [GO:0001216]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity [GO:0001217]; signaling receptor activity [GO:0038023]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; gene expression [GO:0010467]; positive regulation of lipid biosynthetic process [GO:0046889]; positive regulation of proteolysis [GO:0045862]; positive regulation of pyocyanine biosynthetic process [GO:0062162]; positive regulation of secondary metabolite biosynthetic process [GO:1900378]; positive regulation of transcription, DNA-templated [GO:0045893]; quorum sensing [GO:0009372]	U40458;L08962;U15644;AE004091;L28170;	AAG06865;		NP_252167.1;WP_003119559.1;
Q9HVL7	RL27_PSEAE	reviewed	50S ribosomal protein L27	rpmA PA4567	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	85	PA4567		rpmA		2 out of 5	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	AE004091;	AAG07955;		NP_253257.1;WP_003094760.1;
Q9HT05	RNPA_PSEAE	reviewed	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	rnpA PA5569	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	135	PA5569		rnpA		2 out of 5	tRNA 3'-trailer cleavage, endonucleolytic [GO:0034414]; tRNA 5'-leader removal [GO:0001682]	ribonuclease P complex [GO:0030677]	3'-tRNA processing endoribonuclease activity [GO:0042781]; ribonuclease P activity [GO:0004526]; tRNA binding [GO:0000049]	GO:0000049; GO:0001682; GO:0004526; GO:0030677; GO:0034414; GO:0042781	ribonuclease P complex [GO:0030677]; 3'-tRNA processing endoribonuclease activity [GO:0042781]; ribonuclease P activity [GO:0004526]; tRNA binding [GO:0000049]; tRNA 3'-trailer cleavage, endonucleolytic [GO:0034414]; tRNA 5'-leader removal [GO:0001682]	AE004091;	AAG08954;		NP_254256.1;WP_003100251.1;
P33640	RLUD_PSEAE	reviewed	Ribosomal large subunit pseudouridine synthase D (EC 5.4.99.23) (23S rRNA pseudouridine(1911/1915/1917) synthase) (rRNA pseudouridylate synthase D) (rRNA-uridine isomerase D)	rluD PA4544	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	320	PA4544		rluD		3 out of 5	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]		pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]	GO:0000455; GO:0003723; GO:0009982; GO:0120159	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	AY273871;AE004091;Z12154;	AAG07932;		NP_253234.1;WP_003094686.1;
Q9I5J6	RSUA_PSEAE	reviewed	Ribosomal small subunit pseudouridine synthase A (EC 5.4.99.19) (16S pseudouridylate 516 synthase) (16S rRNA pseudouridine(516) synthase) (rRNA pseudouridylate synthase A) (rRNA-uridine isomerase A)	rsuA PA0733	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	230	PA0733		rsuA		3 out of 5	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	cytosol [GO:0005829]	pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]	GO:0000455; GO:0003723; GO:0005829; GO:0009982; GO:0120159	cytosol [GO:0005829]; pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	AE004091;	AAG04122;		NP_249424.1;WP_003114159.1;
Q9HXI1	SECD_PSEAE	reviewed	Protein translocase subunit SecD	secD PA3821	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	620	PA3821		secD		2 out of 5	intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]	GO:0005886; GO:0006605; GO:0015031; GO:0015450; GO:0016021; GO:0043952; GO:0065002	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]	AE004091;	AAG07208;		NP_252510.1;WP_003100609.1;
